#           Q       S_NN(Q)          n(Q)
      6.5494795      0.6441811           2
      6.5531931      0.8470461           2
      6.5569067      1.1130509           2
      6.5606203      1.0515380           2
      6.5643334      0.8529833           2
      6.5680470      0.8956403           2
      6.5717607      0.8327554           2
      6.5754743      0.8321897           2
      6.5791879      0.5614378           2
      6.5829015      0.3974353           2
      6.5866151      0.4237808           2
      6.5903287      0.8415143           2
      6.5940423      1.1535563           2
      6.5977559      0.8407900           2
      6.6014690      0.7952746           2
      6.6051826      0.6153319           2
      6.6088963      1.0490553           2
      6.6126099      1.3610295           2
      6.6163235      0.8334289           2
      6.6200371      0.7196192           2
      6.6237507      0.8356667           2
      6.6274643      1.0582170           2
      6.6311779      1.1001300           2
      6.6348910      1.4175613           2
      6.6386046      1.1970643           2
      6.6423182      0.7397729           2
      6.6460319      1.0000184           2
      6.6497455      1.3024514           2
      6.6534591      0.7913318           2
      6.6571727      1.3388683           2
      6.6608863      0.7859298           2
      6.6645999      0.5113242           2
      6.6683135      1.0003231           2
      6.6720266      1.3268359           2
      6.6757402      1.6461252           2
      6.6794538      0.7469204           2
      6.6831675      0.8313547           2
      6.6868811      1.6353458           2
      6.6905947      1.6283052           2
      6.6943083      0.7957503           2
      6.6980219      0.8325483           2
      6.7017355      0.6535239           2
      6.7054491      0.6988846           2
      6.7091622      0.7613489           2
      6.7128758      1.5742917           2
      6.7165895      1.7683136           2
      6.7203031      1.3345773           2
      6.7240167      0.7175336           2
      6.7277303      0.5612962           2
      6.7314439      0.8199425           2
      6.7351575      1.1490257           2
      6.7388711      1.6378219           2
      6.7425842      1.4460121           2
      6.7462978      1.0866241           2
      6.7500114      1.1247966           2
      6.7537251      0.7583774           2
      6.7574387      0.8620629           2
      6.7611523      1.3833956           2
      6.7648659      0.9552860           2
      6.7685795      0.7772335           2
      6.7722931      0.8010882           2
      6.7760067      0.9063309           2
      6.7797198      0.6680087           2
      6.7834334      0.4918453           2
      6.7871470      1.0555627           2
      6.7908607      1.9347670           2
      6.7945743      1.4391255           2
      6.7982879      0.3956777           2
      6.8020015      0.5411243           2
      6.8057151      1.2910640           2
      6.8094287      1.3076915           2
      6.8131423      0.7388588           2
      6.8168554      0.9603847           2
      6.8205690      0.6441067           2
      6.8242826      0.7115549           2
      6.8279963      1.2311250           2
      6.8317099      1.2512283           2
      6.8354235      1.0923016           2
      6.8391371      1.7319801           2
      6.8428507      2.4278560           2
      6.8465643      1.2905889           2
      6.8502774      0.9050644           2
      6.8539910      0.7343799           2
      6.8577046      1.0386549           2
      6.8614182      1.2803574           2
      6.8651319      1.0600936           2
      6.8688455      0.9005245           2
      6.8725591      1.2559254           2
      6.8762727      0.7662150           2
      6.8799863      0.7813691           2
      6.8836999      1.2876146           2
      6.8874130      1.2907262           2
      6.8911266      0.5944805           2
      6.8948402      1.1251787           2
      6.8985538      1.3163735           2
      6.9022675      0.9827835           2
      6.9059811      0.7142978           2
      6.9096947      0.6360115           2
      6.9134083      0.6858517           2
      6.9171219      0.9281696           2
      6.9208355      0.9202734           2
      6.9245486      0.8470160           2
      6.9282622      1.1014206           2
      6.9319758      0.7699271           2
      6.9356894      0.7845412           2
      6.9394031      1.5292215           2
      6.9431167      1.0676458           2
      6.9468303      0.8217845           2
      6.9505439      0.5722691           2
      6.9542575      0.5295120           2
      6.9579711      1.2320621           2
      6.9616842      1.5336301           2
      6.9653978      2.1233964           2
      6.9691114      1.4051722           2
      6.9728251      0.6250988           2
      6.9765387      1.0807135           2
      6.9802523      1.0902092           2
      6.9839659      0.9066015           2
      6.9876795      0.9295076           2
      6.9913931      1.0392699           2
      6.9951062      1.0949728           2
      6.9988198      0.7964797           2
      7.0025334      1.2411149           2
      7.0062470      1.2834202           2
      7.0099607      1.3187771           2
      7.0136743      1.4316952           2
      7.0173879      1.6649965           2
      7.0211015      1.5551524           2
      7.0248151      0.8956822           2
      7.0285287      0.7083581           2
      7.0322418      1.0965661           2
      7.0359554      0.5543602           2
      7.0396690      0.8667158           2
      7.0433826      1.2182658           2
      7.0470963      1.0049207           2
      7.0508099      1.3882475           2
      7.0545235      1.1168920           2
      7.0582371      0.8537158           2
      7.0619507      0.8080633           2
      7.0656643      0.6089085           2
      7.0693774      1.2210680           2
      7.0730910      1.5159171           2
      7.0768046      1.0762737           2
      7.0805182      1.2376134           2
      7.0842319      0.7607591           2
      7.0879455      0.9945707           2
      7.0916591      0.6634476           2
      7.0953727      1.8126888           2
      7.0990863      1.4811255           2
      7.1027994      1.4451525           2
      7.1065130      1.4913038           2
      7.1102266      0.9043912           2
      7.1139402      1.1650229           2
      7.1176538      1.1296473           2
      7.1213675      0.8129385           2
      7.1250811      0.9958242           2
      7.1287947      0.7444034           2
      7.1325083      1.0428457           2
      7.1362219      1.3404672           2
      7.1399350      1.3717340           2
      7.1436486      1.0766848           2
      7.1473622      0.7151288           2
      7.1510758      1.0378879           2
      7.1547894      0.6895832           2
      7.1585031      0.7493047           2
      7.1622167      1.1599900           2
      7.1659303      0.8594147           2
      7.1696439      1.0080427           2
      7.1733575      1.3993031           2
      7.1770706      2.1289952           2
      7.1807842      1.6729168           2
      7.1844978      1.3303086           2
      7.1882114      2.3103662           2
      7.1919250      1.5682878           2
      7.1956387      0.6269051           2
      7.1993523      0.6601337           2
      7.2030659      0.7629802           2
      7.2067795      0.4280409           2
      7.2104926      0.7285618           2
      7.2142062      1.5307306           2
      7.2179198      1.4761016           2
      7.2216334      0.6604573           2
      7.2253470      1.0619380           2
      7.2290606      1.2748029           2
      7.2327743      0.8488711           2
      7.2364879      1.0674000           2
      7.2402015      0.9568844           2
      7.2439151      0.7854542           2
      7.2476282      0.8718116           2
      7.2513418      0.4848565           2
      7.2550554      0.8208262           2
      7.2587690      0.5291836           2
      7.2624826      0.6216692           2
      7.2661963      0.6029719           2
      7.2699099      0.5061375           2
      7.2736235      1.0586451           2
      7.2773371      1.5126929           2
      7.2810507      1.1244667           2
      7.2847638      0.5814626           2
      7.2884774      1.1203133           2
      7.2921910      0.7549382           2
      7.2959046      0.5288699           2
      7.2996182      0.7900959           2
      7.3033319      0.8101572           2
      7.3070455      1.2714732           2
      7.3107591      1.2520257           2
      7.3144727      0.9869577           2
      7.3181858      1.1149406           2
      7.3218994      0.6821464           2
      7.3256130      1.0587146           2
      7.3293266      1.0811943           2
      7.3330402      0.9217275           2
      7.3367538      1.2585735           2
      7.3404675      1.5467556           2
      7.3441811      1.0087285           2
      7.3478947      1.1382090           2
      7.3516083      0.7749899           2
      7.3553214      0.6579184           2
      7.3590350      0.7442066           2
      7.3627486      0.6975906           2
      7.3664622      1.5186876           2
      7.3701758      1.2880527           2
      7.3738894      1.3212965           2
      7.3776031      1.6953208           2
      7.3813167      1.3974154           2
      7.3850303      1.3218156           2
      7.3887439      0.9067903           2
      7.3924570      1.1312897           2
      7.3961706      1.4436877           2
      7.3998842      1.2390325           2
      7.4035978      1.2830898           2
      7.4073114      1.1152060           2
      7.4110250      0.8432987           2
      7.4147387      0.8961803           2
      7.4184523      1.1693995           2
      7.4221659      1.4289602           2
      7.4258790      1.1332328           2
      7.4295926      0.6373399           2
      7.4333062      0.9698654           2
      7.4370198      1.1466775           2
      7.4407334      0.8466327           2
      7.4444470      1.1666257           2
      7.4481606      1.5609653           2
      7.4518743      1.2546358           2
      7.4555879      1.0590622           2
      7.4593015      0.9731162           2
      7.4630146      0.7327305           2
      7.4667282      0.4944980           2
      7.4704418      1.2141930           2
      7.4741554      1.5839787           2
      7.4778690      1.1246071           2
      7.4815826      0.9395296           2
      7.4852962      0.8583052           2
      7.4890099      0.7825370           2
      7.4927235      1.0572443           2
      7.4964371      0.9011992           2
      7.5001502      0.4285574           2
      7.5038638      0.5842768           2
      7.5075774      1.3112423           2
      7.5112910      1.5134985           2
      7.5150046      0.7769591           2
      7.5187182      0.5697462           2
      7.5224319      0.7229297           2
      7.5261455      0.8732774           2
      7.5298591      0.5615233           2
      7.5335722      1.1109927           2
      7.5372858      1.3128967           2
      7.5409994      0.7228147           2
      7.5447130      0.4645404           2
      7.5484266      0.8868195           2
      7.5521402      1.2828463           2
      7.5558538      1.2111194           2
      7.5595675      1.1312156           2
      7.5632811      1.2153699           2
      7.5669947      1.4393673           2
      7.5707078      1.0454046           2
      7.5744214      1.0197774           2
      7.5781350      0.8332266           2
      7.5818486      1.0538571           2
      7.5855622      1.3906195           2
      7.5892758      1.6520258           2
      7.5929894      0.8684319           2
      7.5967031      1.2126297           2
      7.6004167      1.4775546           2
      7.6041303      1.0729753           2
      7.6078434      0.9784325           2
      7.6115570      1.0941765           2
      7.6152706      1.0389591           2
      7.6189842      1.6934021           2
      7.6226978      1.5204715           2
      7.6264114      0.7279028           2
      7.6301250      1.2744510           2
      7.6338387      0.7481288           2
      7.6375523      0.5537074           2
      7.6412659      1.1577065           2
      7.6449790      1.2048849           2
      7.6486926      1.0730746           2
      7.6524062      1.2823341           2
      7.6561198      0.5552760           2
      7.6598334      0.5605974           2
      7.6635470      0.7476293           2
      7.6672606      0.8080114           2
      7.6709743      0.7255618           2
      7.6746879      0.9144030           2
      7.6784010      1.1538979           2
      7.6821146      1.0710080           2
      7.6858282      0.6417075           2
      7.6895418      0.8439909           2
      7.6932554      0.9027610           2
      7.6969690      0.5995208           2
      7.7006826      0.4836140           2
      7.7043962      0.9602221           2
      7.7081099      0.7685236           2
      7.7118235      0.5740166           2
      7.7155366      0.7858741           2
      7.7192502      1.1808313           2
      7.7229638      0.9036893           2
      7.7266774      0.7538169           2
      7.7303910      1.0089794           2
      7.7341046      1.1486458           2
      7.7378182      1.2983178           2
      7.7415318      0.9248422           2
      7.7452455      1.1058123           2
      7.7489591      0.9085672           2
      7.7526722      0.7959539           2
      7.7563858      0.5427041           2
      7.7600994      0.6206568           2
      7.7638130      1.3401712           2
      7.7675266      1.0551260           2
      7.7712402      0.7030392           2
      7.7749538      0.7799394           2
      7.7786674      0.8237516           2
      7.7823811      0.8323349           2
      7.7860942      0.7342213           2
      7.7898078      1.1045663           2
      7.7935214      1.2392076           2
      7.7972350      1.8518314           2
      7.8009486      1.6833931           2
      7.8046622      0.9997103           2
      7.8083758      0.9038967           2
      7.8120894      1.1816661           2
      7.8158031      1.0587437           2
      7.8195167      0.8718835           2
      7.8232298      0.4647847           2
      7.8269434      0.8558301           2
      7.8306570      1.1293750           2
      7.8343706      1.1304263           2
      7.8380842      1.3502913           2
      7.8417978      0.7352498           2
      7.8455114      0.8906587           2
      7.8492250      1.1392529           2
      7.8529387      1.0780475           2
      7.8566523      1.0905136           2
      7.8603654      0.8473337           2
      7.8640790      0.5219206           2
      7.8677926      0.9936781           2
      7.8715062      1.0714984           2
      7.8752198      1.2760268           2
      7.8789334      0.5450471           2
      7.8826470      0.2787129           2
      7.8863606      0.3421447           2
      7.8900743      0.9550284           2
      7.8937874      1.1219691           2
      7.8975010      1.0532811           2
      7.9012146      1.0842981           2
      7.9049282      1.2676616           2
      7.9086418      1.1470743           2
      7.9123554      1.2006142           2
      7.9160690      1.5449234           2
      7.9197826      1.4385064           2
      7.9234962      0.8949755           2
      7.9272099      1.4171435           2
      7.9309230      1.8738453           2
      7.9346366      0.9351331           2
      7.9383502      0.7925721           2
      7.9420638      0.6595491           2
      7.9457774      1.1188161           2
      7.9494910      0.8172585           2
      7.9532046      0.7667917           2
      7.9569182      0.8735277           2
      7.9606318      1.3843775           2
      7.9643455      0.9898973           2
      7.9680586      0.9334443           2
      7.9717722      0.9724318           2
      7.9754858      1.0343392           2
      7.9791994      1.1518834           2
      7.9829130      0.9329853           2
      7.9866266      1.0869344           2
      7.9903402      0.8618408           2
      7.9940538      0.9317330           2
      7.9977674      1.2644284           2
