#    Conf       T(K)      KE (eV)        PE (eV)         Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
     2070     2468.72632     8822.36719  -146335.32813   -65045.99609   -67796.92188   -61227.00000   -66114.06250     9207.46875      -87.62685    -2519.72070
     2072     2470.13110     8827.38770  -146340.46875   -65032.25000   -68004.18750   -60315.48828   -66777.07813     9310.08887      740.57324    -2373.42212
     2074     2472.01465     8834.11914  -146347.37500   -65010.85547   -67134.47656   -60376.83984   -67521.25781     9423.52051     1428.69067    -2137.72070
     2076     2471.11011     8830.88574  -146343.98438   -64810.50781   -66313.44531   -59889.11328   -68228.96094     9709.40430     2005.06689    -1308.72388
     2078     2469.00586     8823.36621  -146336.60938   -64539.48438   -65976.92188   -59621.46875   -68020.06250    10434.76758     2202.31006     -902.65692
     2080     2466.26099     8813.55664  -146326.50000   -64364.02734   -65879.64844   -60448.49609   -66763.93750    11108.15234     1963.44360    -1267.95459
     2082     2467.11426     8816.60645  -146329.46875   -64507.75391   -65703.39844   -62364.55859   -65455.30078    11170.50391     1467.55286    -2291.45508
     2084     2472.29907     8835.13477  -146348.15625   -64892.37109   -66250.67969   -64096.39453   -64330.03906    10773.07129      468.11182    -3274.99585
     2086     2477.66553     8854.31250  -146367.53125   -65188.58203   -67258.09375   -64884.92969   -63422.72266    10441.57129     -608.31683    -3609.99146
     2088     2481.49463     8867.99707  -146381.14063   -65309.53516   -68493.35938   -64876.46484   -62558.78125    10179.20410    -1555.57935    -3433.03809
     2090     2485.05176     8880.70898  -146394.06250   -65304.92188   -69453.02344   -64043.01953   -62418.71875     9991.00488    -1736.06360    -3396.45508
     2092     2485.76025     8883.24023  -146396.59375   -65099.39453   -69824.75000   -62370.03906   -63103.40234    10143.88477    -1438.56946    -3304.48975
     2094     2484.31812     8878.08691  -146391.28125   -64762.42188   -69505.03906   -61075.67969   -63706.54297    10206.69043     -948.12775    -2748.57446
     2096     2483.45728     8875.00977  -146388.26563   -64493.62500   -68621.74219   -60857.66797   -64001.47266     9452.57715     -445.79306    -1896.82788
     2098     2484.47607     8878.65137  -146391.85938   -64403.78516   -67488.98438   -61044.49219   -64677.88281     8024.17334     -134.09735    -1670.41724
