#    Conf       T(K)      KE (Kcal/mol)  PE Kcal/mol     Pressure (bar)      Pxx(bar)     Pyy(bar)        Pzz(bar)        Pxy(bar)     Pxz(bar)        Pyz(bar)  
   611570        1.43926       17.15609   -18814.94141        3.62751        3.45047        3.64476        3.78729       -0.03233       -0.13307        0.11957
   611580        1.46240       17.43183   -18944.47852        3.50289        3.32147        3.54569        3.64153       -0.01555       -0.11166        0.07079
   611590        1.46450       17.45686   -18970.62305        3.46853        3.25515        3.58243        3.56800       -0.00957       -0.03604        0.02482
   611600        1.46078       17.41255   -18970.06055        3.46799        3.31083        3.51883        3.57430       -0.02867        0.02497        0.01048
   611610        1.44769       17.25647   -18923.91406        3.51283        3.40275        3.53180        3.60394       -0.03741        0.11506        0.04427
   611620        1.43438       17.09787   -18876.71289        3.56622        3.48731        3.58360        3.62775       -0.04531        0.14371        0.07050
   611630        1.41797       16.90224   -18812.22656        3.63572        3.60434        3.68462        3.61822       -0.09698        0.09475        0.09819
   611640        1.41062       16.81462   -18789.88477        3.65985        3.63536        3.69924        3.64493       -0.18591        0.03829        0.10887
   611650        1.41707       16.89151   -18832.66406        3.61665        3.56746        3.60361        3.67888       -0.17860        0.04655        0.11356
   611660        1.43437       17.09770   -18926.93555        3.52321        3.48031        3.46785        3.62146       -0.10063        0.12799        0.10760
   611670        1.44308       17.20161   -18977.04297        3.46988        3.43947        3.39505        3.57512       -0.07896        0.17559        0.08669
   611680        1.44532       17.22824   -18994.79102        3.45832        3.41057        3.43310        3.53129       -0.16598        0.15534        0.03086
   611690        1.44032       17.16865   -18976.25781        3.48410        3.41517        3.54494        3.49218       -0.18008        0.08521       -0.01695
   611700        1.44231       17.19236   -18992.47852        3.48029        3.43577        3.52894        3.47614       -0.11976       -0.04136       -0.05279
   611710        1.42098       16.93814   -18891.62695        3.56954        3.55018        3.55320        3.60524       -0.11309       -0.08218       -0.12419
   611720        1.42200       16.95032   -18900.54102        3.56248        3.57448        3.52325        3.58972       -0.04870       -0.06289       -0.17676
   611730        1.42888       17.03235   -18936.67773        3.53334        3.50382        3.52448        3.57173        0.01643       -0.02530       -0.11099
   611740        1.41524       16.86973   -18868.48242        3.59480        3.54994        3.63801        3.59644        0.04231       -0.02987       -0.08342
   611750        1.41766       16.89854   -18878.08789        3.59012        3.54165        3.68696        3.54173        0.08214        0.02398       -0.03272
   611760        1.42321       16.96467   -18900.55078        3.56925        3.45030        3.73603        3.52141        0.09481        0.03774        0.08767
   611770        1.42164       16.94596   -18885.09570        3.57974        3.42752        3.72156        3.59015        0.03832        0.00217        0.21388
   611780        1.41123       16.82197   -18822.58203        3.62991        3.55572        3.68891        3.64510       -0.00054       -0.02522        0.29247
   611790        1.41658       16.88568   -18834.80273        3.61919        3.64103        3.59589        3.62067        0.00275        0.00358        0.32102
   611800        1.41861       16.90984   -18825.83984        3.62481        3.72090        3.49958        3.65393       -0.03005        0.00565        0.24058
   611810        1.42467       16.98216   -18832.57227        3.61779        3.78581        3.47584        3.59174       -0.10471       -0.03039        0.09103
   611820        1.43156       17.06421   -18839.12500        3.60995        3.79178        3.46017        3.57790       -0.10730        0.01287        0.00799
   611830        1.43703       17.12941   -18835.54297        3.60942        3.77400        3.49316        3.56109       -0.12541        0.05603       -0.00112
   611840        1.43444       17.09859   -18790.22070        3.64609        3.70786        3.64822        3.58220       -0.14815        0.04404        0.00407
   611850        1.43123       17.06028   -18741.76367        3.68674        3.71336        3.75557        3.59128       -0.17276        0.09132       -0.01158
   611860        1.44490       17.22329   -18779.22852        3.65379        3.81423        3.65078        3.49636       -0.13921        0.16344       -0.00079
   611870        1.46469       17.45918   -18851.39844        3.59530        3.78110        3.53265        3.47214       -0.09997        0.18044       -0.01155
   611880        1.45990       17.40210   -18807.38867        3.64422        3.73073        3.55537        3.64657       -0.06147        0.12127       -0.01444
   611890        1.44712       17.24970   -18729.28125        3.72576        3.75444        3.60542        3.81741       -0.02403        0.06002       -0.05660
   611900        1.45009       17.28514   -18733.67773        3.73120        3.74468        3.57358        3.87534        0.01283        0.09743       -0.06480
   611910        1.45969       17.39958   -18774.25586        3.70199        3.73681        3.58291        3.78624        0.08570        0.09945        0.01245
   611920        1.45339       17.32445   -18738.16797        3.73455        3.76888        3.64011        3.79468        0.10522        0.14371        0.04922
   611930        1.45844       17.38470   -18760.84961        3.71776        3.72155        3.63530        3.79643        0.07118        0.19956        0.01542
   611940        1.45454       17.33817   -18740.56641        3.73837        3.70678        3.65959        3.84873        0.06548        0.13524        0.00113
   611950        1.43981       17.16257   -18667.19141        3.80614        3.74049        3.76377        3.91417        0.07598        0.10608       -0.04796
   611960        1.44399       17.21236   -18687.99414        3.78687        3.71169        3.76550        3.88342        0.08851        0.13771       -0.08412
   611970        1.46284       17.43706   -18782.42383        3.70405        3.66045        3.70712        3.74459        0.06187        0.10474       -0.07529
   611980        1.45462       17.33912   -18743.20898        3.74189        3.72433        3.79225        3.70910       -0.01593        0.03673       -0.05463
   611990        1.44170       17.18511   -18681.40820        3.79412        3.81377        3.82217        3.74642       -0.11249       -0.02224       -0.05991
